Interaction	RBP 1	RBP 2	Rec-Y2H	Street et al | IP-MS	Street et al | IP/SEC-MS (Both)	K562 - Both eCLIP	HepG2 - Both eCLIP
SAFB-WDR43	SAFB	WDR43				true	true
SAFB-WRN	SAFB	WRN				true	false
SAFB-XPO5	SAFB	XPO5		false	false	false	true
SAFB-XRCC6	SAFB	XRCC6				true	true
SAFB-XRN2	SAFB	XRN2				true	true
SAFB-YBX3	SAFB	YBX3				true	true
SAFB-YWHAG	SAFB	YWHAG				true	false
SAFB-ZC3H11A	SAFB	ZC3H11A				true	true
SAFB-ZC3H8	SAFB	ZC3H8				true	false
SAFB-ZNF622	SAFB	ZNF622				true	false
SAFB-ZNF800	SAFB	ZNF800				true	true
SAFB-ZRANB2	SAFB	ZRANB2				true	false
SAFB2-SBDS	SAFB2	SBDS	false			true	false
SAFB2-SDAD1	SAFB2	SDAD1				true	false
SAFB2-SERBP1	SAFB2	SERBP1	false			true	false
SAFB2-SF3B1	SAFB2	SF3B1				true	false
SAFB2-SF3B4	SAFB2	SF3B4	false	false	false	true	false
SAFB2-SLBP	SAFB2	SLBP				true	false
SAFB2-SLTM	SAFB2	SLTM				true	false
SAFB2-SMNDC1	SAFB2	SMNDC1	false			true	false
SAFB2-SND1	SAFB2	SND1				true	false
SAFB2-SRSF1	SAFB2	SRSF1	false	false	false	true	false
SAFB2-SRSF7	SAFB2	SRSF7	false			true	false
SAFB2-SRSF9	SAFB2	SRSF9	false			true	false
SAFB2-SSB	SAFB2	SSB				true	false
SAFB2-SUPV3L1	SAFB2	SUPV3L1	false			true	false
SAFB2-TAF15	SAFB2	TAF15	false	true	false	true	false
SAFB2-TARDBP	SAFB2	TARDBP	false			true	false
SAFB2-TBRG4	SAFB2	TBRG4	false			true	false
SAFB2-TIA1	SAFB2	TIA1	false	false	false	true	false
SAFB2-TRA2A	SAFB2	TRA2A	false			true	false
SAFB2-TROVE2	SAFB2	TROVE2				true	false
SAFB2-U2AF1	SAFB2	U2AF1	false			true	false
SAFB2-U2AF2	SAFB2	U2AF2	false	false	false	true	false
SAFB2-UCHL5	SAFB2	UCHL5	false			true	false
SAFB2-UPF1	SAFB2	UPF1				true	false
SAFB2-UTP18	SAFB2	UTP18	false			true	false
SAFB2-UTP3	SAFB2	UTP3	false			true	false
SAFB2-WDR3	SAFB2	WDR3	false			true	false
SAFB2-WDR43	SAFB2	WDR43				true	false
SAFB2-WRN	SAFB2	WRN				true	false
SAFB2-XRCC6	SAFB2	XRCC6	false			true	false
SAFB2-XRN2	SAFB2	XRN2	false			true	false
SAFB2-YBX3	SAFB2	YBX3				true	false
SAFB2-YWHAG	SAFB2	YWHAG	false			true	false
SAFB2-ZC3H11A	SAFB2	ZC3H11A	false			true	false
SAFB2-ZC3H8	SAFB2	ZC3H8	false			true	false
SAFB2-ZNF622	SAFB2	ZNF622				true	false
SAFB2-ZNF800	SAFB2	ZNF800				true	false
SAFB2-ZRANB2	SAFB2	ZRANB2	false			true	false
SBDS-SDAD1	SBDS	SDAD1				true	false
SBDS-SERBP1	SBDS	SERBP1	false			true	false
SBDS-SF3B1	SBDS	SF3B1				true	false
SBDS-SF3B4	SBDS	SF3B4	false	false	false	true	false
SBDS-SLBP	SBDS	SLBP				true	false
SBDS-SLTM	SBDS	SLTM				true	false
SBDS-SMNDC1	SBDS	SMNDC1	false			true	false
SBDS-SND1	SBDS	SND1				true	false
SBDS-SRSF1	SBDS	SRSF1	false	false	false	true	false
SBDS-SRSF7	SBDS	SRSF7	false			true	false
SBDS-SRSF9	SBDS	SRSF9	false			true	false
SBDS-SSB	SBDS	SSB				true	false
SBDS-SUPV3L1	SBDS	SUPV3L1	false			true	false
SBDS-TAF15	SBDS	TAF15	false	false	false	true	false
SBDS-TARDBP	SBDS	TARDBP	false			true	false
SBDS-TBRG4	SBDS	TBRG4	false			true	false
SBDS-TIA1	SBDS	TIA1	false	false	false	true	false
SBDS-TRA2A	SBDS	TRA2A	false			true	false
SBDS-TROVE2	SBDS	TROVE2				true	false
SBDS-U2AF1	SBDS	U2AF1	false			true	false
SBDS-U2AF2	SBDS	U2AF2	false	false	false	true	false
SBDS-UCHL5	SBDS	UCHL5	false			true	false
SBDS-UPF1	SBDS	UPF1				true	false
SBDS-UTP18	SBDS	UTP18	false			true	false
SBDS-UTP3	SBDS	UTP3	false			true	false
SBDS-WDR3	SBDS	WDR3	false			true	false
SBDS-WDR43	SBDS	WDR43				true	false
SBDS-WRN	SBDS	WRN				true	false
SBDS-XRCC6	SBDS	XRCC6	false			true	false
SBDS-XRN2	SBDS	XRN2	false			true	false
SBDS-YBX3	SBDS	YBX3				true	false
SBDS-YWHAG	SBDS	YWHAG	false			true	false
SBDS-ZC3H11A	SBDS	ZC3H11A	false			true	false
SBDS-ZC3H8	SBDS	ZC3H8	false			true	false
SBDS-ZNF622	SBDS	ZNF622				true	false
SBDS-ZNF800	SBDS	ZNF800				true	false
SBDS-ZRANB2	SBDS	ZRANB2	false			true	false
SDAD1-SERBP1	SDAD1	SERBP1				true	false
SDAD1-SF3A3	SDAD1	SF3A3				false	true
SDAD1-SF3B1	SDAD1	SF3B1				true	false
SDAD1-SF3B4	SDAD1	SF3B4		false	false	true	true
SDAD1-SFPQ	SDAD1	SFPQ				false	true
SDAD1-SLBP	SDAD1	SLBP				true	false
SDAD1-SLTM	SDAD1	SLTM				true	true
SDAD1-SMNDC1	SDAD1	SMNDC1				true	true
SDAD1-SND1	SDAD1	SND1				true	true
SDAD1-SRSF1	SDAD1	SRSF1		false	false	true	true
SDAD1-SRSF7	SDAD1	SRSF7				true	true
SDAD1-SRSF9	SDAD1	SRSF9				true	true
SDAD1-SSB	SDAD1	SSB				true	true
SDAD1-STAU2	SDAD1	STAU2				false	true
SDAD1-SUB1	SDAD1	SUB1				false	true
SDAD1-SUGP2	SDAD1	SUGP2				false	true
SDAD1-SUPV3L1	SDAD1	SUPV3L1				true	true
SDAD1-TAF15	SDAD1	TAF15		false	false	true	true
SDAD1-TARDBP	SDAD1	TARDBP				true	true
SDAD1-TBRG4	SDAD1	TBRG4				true	true
SDAD1-TIA1	SDAD1	TIA1		false	false	true	true
SDAD1-TIAL1	SDAD1	TIAL1				false	true
SDAD1-TRA2A	SDAD1	TRA2A				true	true
SDAD1-TROVE2	SDAD1	TROVE2				true	true
SDAD1-U2AF1	SDAD1	U2AF1				true	true
SDAD1-U2AF2	SDAD1	U2AF2		false	false	true	true
SDAD1-UCHL5	SDAD1	UCHL5				true	true
SDAD1-UPF1	SDAD1	UPF1				true	true
SDAD1-UTP18	SDAD1	UTP18				true	true
SDAD1-UTP3	SDAD1	UTP3				true	false
SDAD1-WDR3	SDAD1	WDR3				true	false
SDAD1-WDR43	SDAD1	WDR43				true	true
SDAD1-WRN	SDAD1	WRN				true	false
SDAD1-XPO5	SDAD1	XPO5		false	false	false	true
SDAD1-XRCC6	SDAD1	XRCC6				true	true
SDAD1-XRN2	SDAD1	XRN2				true	true
SDAD1-YBX3	SDAD1	YBX3				true	true
SDAD1-YWHAG	SDAD1	YWHAG				true	false
SDAD1-ZC3H11A	SDAD1	ZC3H11A				true	true
SDAD1-ZC3H8	SDAD1	ZC3H8				true	false
SDAD1-ZNF622	SDAD1	ZNF622				true	false
SDAD1-ZNF800	SDAD1	ZNF800				true	true
SDAD1-ZRANB2	SDAD1	ZRANB2				true	false
SERBP1-SF3B1	SERBP1	SF3B1				true	false
SERBP1-SF3B4	SERBP1	SF3B4	false	false	false	true	false
SERBP1-SLBP	SERBP1	SLBP				true	false
SERBP1-SLTM	SERBP1	SLTM				true	false
SERBP1-SMNDC1	SERBP1	SMNDC1	false			true	false
SERBP1-SND1	SERBP1	SND1				true	false
SERBP1-SRSF1	SERBP1	SRSF1	false	false	false	true	false
SERBP1-SRSF7	SERBP1	SRSF7	false			true	false
SERBP1-SRSF9	SERBP1	SRSF9	false			true	false
SERBP1-SSB	SERBP1	SSB				true	false
SERBP1-SUPV3L1	SERBP1	SUPV3L1	false			true	false
SERBP1-TAF15	SERBP1	TAF15	false	false	false	true	false
SERBP1-TARDBP	SERBP1	TARDBP	false			true	false
SERBP1-TBRG4	SERBP1	TBRG4	false			true	false
SERBP1-TIA1	SERBP1	TIA1	false	false	false	true	false
SERBP1-TRA2A	SERBP1	TRA2A	false			true	false
SERBP1-TROVE2	SERBP1	TROVE2				true	false
SERBP1-U2AF1	SERBP1	U2AF1	false			true	false
SERBP1-U2AF2	SERBP1	U2AF2	false	false	false	true	false
SERBP1-UCHL5	SERBP1	UCHL5	false			true	false
SERBP1-UPF1	SERBP1	UPF1				true	false
SERBP1-UTP18	SERBP1	UTP18	false			true	false
SERBP1-UTP3	SERBP1	UTP3	false			true	false
SERBP1-WDR3	SERBP1	WDR3	false			true	false
SERBP1-WDR43	SERBP1	WDR43				true	false
SERBP1-WRN	SERBP1	WRN				true	false
SERBP1-XRCC6	SERBP1	XRCC6	false			true	false
SERBP1-XRN2	SERBP1	XRN2	false			true	false
SERBP1-YBX3	SERBP1	YBX3				true	false
SERBP1-YWHAG	SERBP1	YWHAG	false			true	false
SERBP1-ZC3H11A	SERBP1	ZC3H11A	false			true	false
SERBP1-ZC3H8	SERBP1	ZC3H8	false			true	false
SERBP1-ZNF622	SERBP1	ZNF622				true	false
SERBP1-ZNF800	SERBP1	ZNF800				true	false
SERBP1-ZRANB2	SERBP1	ZRANB2	false			true	false
SF3A3-SF3B4	SF3A3	SF3B4	false	false	false	false	true
SF3A3-SFPQ	SF3A3	SFPQ	false			false	true
SF3A3-SLTM	SF3A3	SLTM				false	true
SF3A3-SMNDC1	SF3A3	SMNDC1	false			false	true
SF3A3-SND1	SF3A3	SND1				false	true
SF3A3-SRSF1	SF3A3	SRSF1	false	false	false	false	true
SF3A3-SRSF7	SF3A3	SRSF7	false			false	true
SF3A3-SRSF9	SF3A3	SRSF9	false			false	true
SF3A3-SSB	SF3A3	SSB				false	true
SF3A3-STAU2	SF3A3	STAU2	false			false	true
SF3A3-SUB1	SF3A3	SUB1	false			false	true
SF3A3-SUGP2	SF3A3	SUGP2	false			false	true
SF3A3-SUPV3L1	SF3A3	SUPV3L1	false			false	true
SF3A3-TAF15	SF3A3	TAF15	false	false	false	false	true
SF3A3-TARDBP	SF3A3	TARDBP	false			false	true
SF3A3-TBRG4	SF3A3	TBRG4	false			false	true
SF3A3-TIA1	SF3A3	TIA1	false	false	false	false	true
SF3A3-TIAL1	SF3A3	TIAL1	false			false	true
SF3A3-TRA2A	SF3A3	TRA2A	false			false	true
SF3A3-TROVE2	SF3A3	TROVE2				false	true
SF3A3-U2AF1	SF3A3	U2AF1	false			false	true
SF3A3-U2AF2	SF3A3	U2AF2	false	false	false	false	true
SF3A3-UCHL5	SF3A3	UCHL5	false			false	true
SF3A3-UPF1	SF3A3	UPF1				false	true
SF3A3-UTP18	SF3A3	UTP18	false			false	true
SF3A3-WDR43	SF3A3	WDR43				false	true
SF3A3-XPO5	SF3A3	XPO5	false	false	false	false	true
SF3A3-XRCC6	SF3A3	XRCC6	false			false	true
SF3A3-XRN2	SF3A3	XRN2	false			false	true
SF3A3-YBX3	SF3A3	YBX3				false	true
SF3A3-ZC3H11A	SF3A3	ZC3H11A	false			false	true
SF3A3-ZNF800	SF3A3	ZNF800				false	true
SF3B1-SF3B4	SF3B1	SF3B4		true	true	true	false
SF3B1-SLBP	SF3B1	SLBP				true	false
SF3B1-SLTM	SF3B1	SLTM				true	false
SF3B1-SMNDC1	SF3B1	SMNDC1				true	false
SF3B1-SND1	SF3B1	SND1				true	false
SF3B1-SRSF1	SF3B1	SRSF1		false	false	true	false
SF3B1-SRSF7	SF3B1	SRSF7				true	false
SF3B1-SRSF9	SF3B1	SRSF9				true	false
SF3B1-SSB	SF3B1	SSB				true	false
SF3B1-SUPV3L1	SF3B1	SUPV3L1				true	false
SF3B1-TAF15	SF3B1	TAF15		false	false	true	false
SF3B1-TARDBP	SF3B1	TARDBP				true	false
SF3B1-TBRG4	SF3B1	TBRG4				true	false
SF3B1-TIA1	SF3B1	TIA1		false	false	true	false
SF3B1-TRA2A	SF3B1	TRA2A				true	false
SF3B1-TROVE2	SF3B1	TROVE2				true	false
SF3B1-U2AF1	SF3B1	U2AF1				true	false
SF3B1-U2AF2	SF3B1	U2AF2		false	false	true	false
SF3B1-UCHL5	SF3B1	UCHL5				true	false
SF3B1-UPF1	SF3B1	UPF1				true	false
SF3B1-UTP18	SF3B1	UTP18				true	false
SF3B1-UTP3	SF3B1	UTP3				true	false
SF3B1-WDR3	SF3B1	WDR3				true	false
SF3B1-WDR43	SF3B1	WDR43				true	false
SF3B1-WRN	SF3B1	WRN				true	false
SF3B1-XRCC6	SF3B1	XRCC6				true	false
SF3B1-XRN2	SF3B1	XRN2				true	false
SF3B1-YBX3	SF3B1	YBX3				true	false
SF3B1-YWHAG	SF3B1	YWHAG				true	false
SF3B1-ZC3H11A	SF3B1	ZC3H11A				true	false
SF3B1-ZC3H8	SF3B1	ZC3H8				true	false
SF3B1-ZNF622	SF3B1	ZNF622				true	false
SF3B1-ZNF800	SF3B1	ZNF800				true	false
SF3B1-ZRANB2	SF3B1	ZRANB2				true	false
SF3B4-SFPQ	SF3B4	SFPQ	true	false	false	false	true
SF3B4-SLBP	SF3B4	SLBP		false	false	true	false
SF3B4-SLTM	SF3B4	SLTM		false	false	true	true
SF3B4-SMNDC1	SF3B4	SMNDC1	false	false	false	true	true
SF3B4-SND1	SF3B4	SND1		false	false	true	true
SF3B4-SRSF1	SF3B4	SRSF1	false	false	false	true	true
SF3B4-SRSF7	SF3B4	SRSF7	false	false	false	true	true
SF3B4-SRSF9	SF3B4	SRSF9	false	false	false	true	true
SF3B4-SSB	SF3B4	SSB		false	false	true	true
SF3B4-STAU2	SF3B4	STAU2	false	false	false	false	true
SF3B4-SUB1	SF3B4	SUB1	false	false	false	false	true
SF3B4-SUGP2	SF3B4	SUGP2	false	false	false	false	true
SF3B4-SUPV3L1	SF3B4	SUPV3L1	false	false	false	true	true
SF3B4-TAF15	SF3B4	TAF15	true	false	false	true	true
SF3B4-TARDBP	SF3B4	TARDBP	false	false	false	true	true
SF3B4-TBRG4	SF3B4	TBRG4	false	false	false	true	true
SF3B4-TIA1	SF3B4	TIA1	false	false	false	true	true
SF3B4-TIAL1	SF3B4	TIAL1	false	false	false	false	true
SF3B4-TRA2A	SF3B4	TRA2A	false	false	false	true	true
SF3B4-TROVE2	SF3B4	TROVE2		false	false	true	true
SF3B4-U2AF1	SF3B4	U2AF1	false	false	false	true	true
SF3B4-U2AF2	SF3B4	U2AF2	false	false	false	true	true
SF3B4-UCHL5	SF3B4	UCHL5	false	false	false	true	true
SF3B4-UPF1	SF3B4	UPF1		false	false	true	true
SF3B4-UTP18	SF3B4	UTP18	false	false	false	true	true
SF3B4-UTP3	SF3B4	UTP3	false	false	false	true	false
SF3B4-WDR3	SF3B4	WDR3	false	false	false	true	false
SF3B4-WDR43	SF3B4	WDR43		false	false	true	true
SF3B4-WRN	SF3B4	WRN		false	false	true	false
SF3B4-XPO5	SF3B4	XPO5	false	false	false	false	true
SF3B4-XRCC6	SF3B4	XRCC6	false	false	false	true	true
SF3B4-XRN2	SF3B4	XRN2	false	false	false	true	true
SF3B4-YBX3	SF3B4	YBX3		false	false	true	true
SF3B4-YWHAG	SF3B4	YWHAG	false	false	false	true	false
SF3B4-ZC3H11A	SF3B4	ZC3H11A	false	false	false	true	true
SF3B4-ZC3H8	SF3B4	ZC3H8	false	false	false	true	false
SF3B4-ZNF622	SF3B4	ZNF622		false	false	true	false
SF3B4-ZNF800	SF3B4	ZNF800		false	false	true	true
SF3B4-ZRANB2	SF3B4	ZRANB2	false	false	false	true	false
SFPQ-SLTM	SFPQ	SLTM				false	true
SFPQ-SMNDC1	SFPQ	SMNDC1	false			false	true
SFPQ-SND1	SFPQ	SND1				false	true
SFPQ-SRSF1	SFPQ	SRSF1	false	false	false	false	true
SFPQ-SRSF7	SFPQ	SRSF7	false			false	true
SFPQ-SRSF9	SFPQ	SRSF9	false			false	true
SFPQ-SSB	SFPQ	SSB				false	true
SFPQ-STAU2	SFPQ	STAU2	false			false	true
SFPQ-SUB1	SFPQ	SUB1	false			false	true
SFPQ-SUGP2	SFPQ	SUGP2	false			false	true
SFPQ-SUPV3L1	SFPQ	SUPV3L1	false			false	true
SFPQ-TAF15	SFPQ	TAF15	false	false	false	false	true
SFPQ-TARDBP	SFPQ	TARDBP	false			false	true
SFPQ-TBRG4	SFPQ	TBRG4	false			false	true
SFPQ-TIA1	SFPQ	TIA1	false	false	false	false	true
SFPQ-TIAL1	SFPQ	TIAL1	false			false	true
SFPQ-TRA2A	SFPQ	TRA2A	false			false	true
SFPQ-TROVE2	SFPQ	TROVE2				false	true
SFPQ-U2AF1	SFPQ	U2AF1	false			false	true
SFPQ-U2AF2	SFPQ	U2AF2	false	false	false	false	true
SFPQ-UCHL5	SFPQ	UCHL5	false			false	true
SFPQ-UPF1	SFPQ	UPF1				false	true
SFPQ-UTP18	SFPQ	UTP18	false			false	true
SFPQ-WDR43	SFPQ	WDR43				false	true
SFPQ-XPO5	SFPQ	XPO5	false	false	false	false	true
SFPQ-XRCC6	SFPQ	XRCC6	false			false	true
SFPQ-XRN2	SFPQ	XRN2	false			false	true
SFPQ-YBX3	SFPQ	YBX3				false	true
SFPQ-ZC3H11A	SFPQ	ZC3H11A	false			false	true
SFPQ-ZNF800	SFPQ	ZNF800				false	true
SLBP-SLTM	SLBP	SLTM				true	false
SLBP-SMNDC1	SLBP	SMNDC1				true	false
SLBP-SND1	SLBP	SND1				true	false
SLBP-SRSF1	SLBP	SRSF1		false	false	true	false
SLBP-SRSF7	SLBP	SRSF7				true	false
SLBP-SRSF9	SLBP	SRSF9				true	false
SLBP-SSB	SLBP	SSB				true	false
SLBP-SUPV3L1	SLBP	SUPV3L1				true	false
SLBP-TAF15	SLBP	TAF15		false	false	true	false
SLBP-TARDBP	SLBP	TARDBP				true	false
SLBP-TBRG4	SLBP	TBRG4				true	false
SLBP-TIA1	SLBP	TIA1		false	false	true	false
SLBP-TRA2A	SLBP	TRA2A				true	false
SLBP-TROVE2	SLBP	TROVE2				true	false
SLBP-U2AF1	SLBP	U2AF1				true	false
SLBP-U2AF2	SLBP	U2AF2		false	false	true	false
SLBP-UCHL5	SLBP	UCHL5				true	false
SLBP-UPF1	SLBP	UPF1				true	false
SLBP-UTP18	SLBP	UTP18				true	false
SLBP-UTP3	SLBP	UTP3				true	false
SLBP-WDR3	SLBP	WDR3				true	false
SLBP-WDR43	SLBP	WDR43				true	false
SLBP-WRN	SLBP	WRN				true	false
SLBP-XRCC6	SLBP	XRCC6				true	false
SLBP-XRN2	SLBP	XRN2				true	false
SLBP-YBX3	SLBP	YBX3				true	false
SLBP-YWHAG	SLBP	YWHAG				true	false
SLBP-ZC3H11A	SLBP	ZC3H11A				true	false
SLBP-ZC3H8	SLBP	ZC3H8				true	false
SLBP-ZNF622	SLBP	ZNF622				true	false
SLBP-ZNF800	SLBP	ZNF800				true	false
SLBP-ZRANB2	SLBP	ZRANB2				true	false
SLTM-SMNDC1	SLTM	SMNDC1				true	true
SLTM-SND1	SLTM	SND1				true	true
SLTM-SRSF1	SLTM	SRSF1		false	false	true	true
SLTM-SRSF7	SLTM	SRSF7				true	true
SLTM-SRSF9	SLTM	SRSF9				true	true
SLTM-SSB	SLTM	SSB				true	true
SLTM-STAU2	SLTM	STAU2				false	true
SLTM-SUB1	SLTM	SUB1				false	true
SLTM-SUGP2	SLTM	SUGP2				false	true
SLTM-SUPV3L1	SLTM	SUPV3L1				true	true
SLTM-TAF15	SLTM	TAF15		false	false	true	true
SLTM-TARDBP	SLTM	TARDBP				true	true
SLTM-TBRG4	SLTM	TBRG4				true	true
SLTM-TIA1	SLTM	TIA1		false	false	true	true
SLTM-TIAL1	SLTM	TIAL1				false	true
SLTM-TRA2A	SLTM	TRA2A				true	true
SLTM-TROVE2	SLTM	TROVE2				true	true
SLTM-U2AF1	SLTM	U2AF1				true	true
SLTM-U2AF2	SLTM	U2AF2		false	false	true	true
SLTM-UCHL5	SLTM	UCHL5				true	true
SLTM-UPF1	SLTM	UPF1				true	true
SLTM-UTP18	SLTM	UTP18				true	true
SLTM-UTP3	SLTM	UTP3				true	false
SLTM-WDR3	SLTM	WDR3				true	false
SLTM-WDR43	SLTM	WDR43				true	true
SLTM-WRN	SLTM	WRN				true	false
SLTM-XPO5	SLTM	XPO5		false	false	false	true
SLTM-XRCC6	SLTM	XRCC6				true	true
SLTM-XRN2	SLTM	XRN2				true	true
SLTM-YBX3	SLTM	YBX3				true	true
SLTM-YWHAG	SLTM	YWHAG				true	false
SLTM-ZC3H11A	SLTM	ZC3H11A				true	true
SLTM-ZC3H8	SLTM	ZC3H8				true	false
SLTM-ZNF622	SLTM	ZNF622				true	false
SLTM-ZNF800	SLTM	ZNF800				true	true
SLTM-ZRANB2	SLTM	ZRANB2				true	false
SMNDC1-SND1	SMNDC1	SND1				true	true
SMNDC1-SRSF1	SMNDC1	SRSF1	false	false	false	true	true
SMNDC1-SRSF7	SMNDC1	SRSF7	false			true	true
SMNDC1-SRSF9	SMNDC1	SRSF9	false			true	true
SMNDC1-SSB	SMNDC1	SSB				true	true
SMNDC1-STAU2	SMNDC1	STAU2	false			false	true
SMNDC1-SUB1	SMNDC1	SUB1	false			false	true
SMNDC1-SUGP2	SMNDC1	SUGP2	false			false	true
SMNDC1-SUPV3L1	SMNDC1	SUPV3L1	false			true	true
SMNDC1-TAF15	SMNDC1	TAF15	false	false	false	true	true
SMNDC1-TARDBP	SMNDC1	TARDBP	false			true	true
SMNDC1-TBRG4	SMNDC1	TBRG4	false			true	true
SMNDC1-TIA1	SMNDC1	TIA1	false	false	false	true	true
SMNDC1-TIAL1	SMNDC1	TIAL1	false			false	true
SMNDC1-TRA2A	SMNDC1	TRA2A	false			true	true
SMNDC1-TROVE2	SMNDC1	TROVE2				true	true
SMNDC1-U2AF1	SMNDC1	U2AF1	false			true	true
SMNDC1-U2AF2	SMNDC1	U2AF2	false	false	false	true	true
SMNDC1-UCHL5	SMNDC1	UCHL5	false			true	true
SMNDC1-UPF1	SMNDC1	UPF1				true	true
SMNDC1-UTP18	SMNDC1	UTP18	false			true	true
SMNDC1-UTP3	SMNDC1	UTP3	false			true	false
SMNDC1-WDR3	SMNDC1	WDR3	false			true	false
SMNDC1-WDR43	SMNDC1	WDR43				true	true
SMNDC1-WRN	SMNDC1	WRN				true	false
SMNDC1-XPO5	SMNDC1	XPO5	false	false	false	false	true
SMNDC1-XRCC6	SMNDC1	XRCC6	false			true	true
SMNDC1-XRN2	SMNDC1	XRN2	false			true	true
SMNDC1-YBX3	SMNDC1	YBX3				true	true
SMNDC1-YWHAG	SMNDC1	YWHAG	false			true	false
SMNDC1-ZC3H11A	SMNDC1	ZC3H11A	false			true	true
SMNDC1-ZC3H8	SMNDC1	ZC3H8	false			true	false
SMNDC1-ZNF622	SMNDC1	ZNF622				true	false
SMNDC1-ZNF800	SMNDC1	ZNF800				true	true
SMNDC1-ZRANB2	SMNDC1	ZRANB2	false			true	false
SND1-SRSF1	SND1	SRSF1		false	false	true	true
SND1-SRSF7	SND1	SRSF7				true	true
SND1-SRSF9	SND1	SRSF9				true	true
SND1-SSB	SND1	SSB				true	true
SND1-STAU2	SND1	STAU2				false	true
SND1-SUB1	SND1	SUB1				false	true
SND1-SUGP2	SND1	SUGP2				false	true
SND1-SUPV3L1	SND1	SUPV3L1				true	true
SND1-TAF15	SND1	TAF15		false	false	true	true
SND1-TARDBP	SND1	TARDBP				true	true
SND1-TBRG4	SND1	TBRG4				true	true
SND1-TIA1	SND1	TIA1		false	false	true	true
SND1-TIAL1	SND1	TIAL1				false	true
SND1-TRA2A	SND1	TRA2A				true	true
SND1-TROVE2	SND1	TROVE2				true	true
SND1-U2AF1	SND1	U2AF1				true	true
SND1-U2AF2	SND1	U2AF2		false	false	true	true
SND1-UCHL5	SND1	UCHL5				true	true
SND1-UPF1	SND1	UPF1				true	true
SND1-UTP18	SND1	UTP18				true	true
SND1-UTP3	SND1	UTP3				true	false
SND1-WDR3	SND1	WDR3				true	false
SND1-WDR43	SND1	WDR43				true	true
SND1-WRN	SND1	WRN				true	false
SND1-XPO5	SND1	XPO5		false	false	false	true
SND1-XRCC6	SND1	XRCC6				true	true
SND1-XRN2	SND1	XRN2				true	true
SND1-YBX3	SND1	YBX3				true	true
SND1-YWHAG	SND1	YWHAG				true	false
SND1-ZC3H11A	SND1	ZC3H11A				true	true
SND1-ZC3H8	SND1	ZC3H8				true	false
SND1-ZNF622	SND1	ZNF622				true	false
SND1-ZNF800	SND1	ZNF800				true	true
SND1-ZRANB2	SND1	ZRANB2				true	false
SRSF1-SRSF7	SRSF1	SRSF7	false	false	false	true	true
SRSF1-SRSF9	SRSF1	SRSF9	false	false	false	true	true
SRSF1-SSB	SRSF1	SSB		false	false	true	true
SRSF1-STAU2	SRSF1	STAU2	false	false	false	false	true
SRSF1-SUB1	SRSF1	SUB1	false	false	false	false	true
SRSF1-SUGP2	SRSF1	SUGP2	false	false	false	false	true
SRSF1-SUPV3L1	SRSF1	SUPV3L1	false	false	false	true	true
SRSF1-TAF15	SRSF1	TAF15	true	true	true	true	true
SRSF1-TARDBP	SRSF1	TARDBP	false	false	false	true	true
SRSF1-TBRG4	SRSF1	TBRG4	false	false	false	true	true
SRSF1-TIA1	SRSF1	TIA1	false	false	false	true	true
SRSF1-TIAL1	SRSF1	TIAL1	false	false	false	false	true
SRSF1-TRA2A	SRSF1	TRA2A	false	false	false	true	true
SRSF1-TROVE2	SRSF1	TROVE2		false	false	true	true
SRSF1-U2AF1	SRSF1	U2AF1	false	false	false	true	true
SRSF1-U2AF2	SRSF1	U2AF2	false	false	false	true	true
SRSF1-UCHL5	SRSF1	UCHL5	false	false	false	true	true
SRSF1-UPF1	SRSF1	UPF1		false	false	true	true
SRSF1-UTP18	SRSF1	UTP18	false	false	false	true	true
SRSF1-UTP3	SRSF1	UTP3	false	false	false	true	false
SRSF1-WDR3	SRSF1	WDR3	false	false	false	true	false
SRSF1-WDR43	SRSF1	WDR43		false	false	true	true
SRSF1-WRN	SRSF1	WRN		false	false	true	false
SRSF1-XPO5	SRSF1	XPO5	false	false	false	false	true
SRSF1-XRCC6	SRSF1	XRCC6	false	false	false	true	true
SRSF1-XRN2	SRSF1	XRN2	false	false	false	true	true
SRSF1-YBX3	SRSF1	YBX3		false	false	true	true
SRSF1-YWHAG	SRSF1	YWHAG	false	false	false	true	false
SRSF1-ZC3H11A	SRSF1	ZC3H11A	false	false	false	true	true
SRSF1-ZC3H8	SRSF1	ZC3H8	false	false	false	true	false
SRSF1-ZNF622	SRSF1	ZNF622		false	false	true	false
SRSF1-ZNF800	SRSF1	ZNF800		false	false	true	true
SRSF1-ZRANB2	SRSF1	ZRANB2	false	false	false	true	false
SRSF7-SRSF9	SRSF7	SRSF9	false			true	true
SRSF7-SSB	SRSF7	SSB				true	true
SRSF7-STAU2	SRSF7	STAU2	false			false	true
SRSF7-SUB1	SRSF7	SUB1	false			false	true
SRSF7-SUGP2	SRSF7	SUGP2	false			false	true
SRSF7-SUPV3L1	SRSF7	SUPV3L1	false			true	true
SRSF7-TAF15	SRSF7	TAF15	false	false	false	true	true
SRSF7-TARDBP	SRSF7	TARDBP	false			true	true
SRSF7-TBRG4	SRSF7	TBRG4	false			true	true
SRSF7-TIA1	SRSF7	TIA1	false	false	false	true	true
SRSF7-TIAL1	SRSF7	TIAL1	false			false	true
SRSF7-TRA2A	SRSF7	TRA2A	false			true	true
SRSF7-TROVE2	SRSF7	TROVE2				true	true
SRSF7-U2AF1	SRSF7	U2AF1	false			true	true
