Protein1,Protein2,Position,Pearson_Corr,Pearson_P,Spearman_Corr,Spearman_P,n
PABPN1,RBM5,1,0.9718005724574164,1.5060732397453776e-23,0.8508241432467687,2.5775440753418114e-11,37
PABPN1,RBM5,2,,,,,2
PABPN1,RBM5,3,0.8722366600301017,2.076830386851538e-18,0.8392997572400587,6.526528662408799e-16,56
PABPN1,RBM5,4,-0.8993426277673232,4.923322104900108e-13,-0.9575118447195476,7.642462445373811e-19,34
PABPN1,RBM5,5,0.11250533533107622,0.255504343474305,0.27875341413451693,0.004164744304556271,104
PABPN1,RBM5,6,,,,,13
AQR,FTO,1,0.4041263224647081,1.543667794764619e-06,0.19491990859966576,0.025111239107155986,132
AQR,FTO,2,,,,,239
AQR,FTO,3,-0.8650778974171105,5.946984818672879e-70,-0.721480878594349,4.260284885207207e-38,229
AQR,FTO,4,,,,,130
AQR,FTO,5,0.8426952264455666,4.558900337453703e-44,0.8820124167600882,3.5814819671945495e-53,159
AQR,FTO,6,-0.8327762454739779,5.0610698425340275e-23,-0.8503279028646094,7.391567111175392e-25,85
BCLAF1,FUBP3,4,-0.6869544825342707,0.3130455174657292,-0.7999999999999999,0.20000000000000007,4
BCLAF1,FUBP3,6,-0.7862805075041944,4.285942613047787e-07,-0.3290640394088669,0.0813279351390293,29
IGF2BP3,ZC3H11A,6,0.941433300944342,5.786910018316029e-09,0.9590948569514627,3.4659645166430014e-10,18
BCLAF1,NKRF,2,0.9543573910479741,0.00022964908598559487,0.9036144578313252,0.002079889176710892,8
FXR2,UPF1,1,-1.0,1.0,-0.9999999999999999,,2
FXR2,UPF1,5,,,,,10
FXR2,UPF1,6,-1.0,1.0,-0.9999999999999999,,2
HNRNPK,NOL12,1,0.04351618378183434,0.8595961480525968,0.34579880536725954,0.1470147818473609,19
HNRNPK,NOL12,3,,,,,9
HNRNPK,NOL12,5,,,,,55
NCBP2,XPO5,1,,,,,51
NCBP2,XPO5,2,0.6153111339284706,9.642429059174396e-12,0.6162884197640508,8.75530343703603e-12,100
NCBP2,XPO5,3,1.0,1.0,0.9999999999999999,,2
GRWD1,ZC3H11A,1,,,,,17
